date,cnt
5/30/2016,113
1/27/2018,147
5/23/2018,138
7/26/2013,130
2/11/2019,168
7/6/2010,112
10/23/2015,110
2/6/2022,508
1/16/2011,104
10/16/2016,132
11/13/2018,160
5/28/2012,111
12/17/2014,91
11/2/2014,110
12/22/2010,94
3/23/2018,134
4/12/2020,303
4/2/2012,139
12/2/2017,156
4/21/2020,353
2/16/2008,1
10/13/2013,97
8/31/2012,131
3/8/2011,121
3/6/2016,115
11/27/2012,88
3/23/2020,317
12/18/2020,294
5/13/2015,97
5/1/2020,328
4/29/2008,18
4/13/2014,128
1/1/2012,119
2/24/2016,108
11/24/2014,86
9/6/2010,97
7/8/2014,118
5/5/2021,365
9/4/2010,107
12/6/2010,80
4/15/2015,87
7/23/2021,310
8/20/2017,141
4/7/2010,117
11/5/2015,89
11/18/2018,130
4/30/2017,101
12/9/2008,40
2/21/2013,95
7/3/2009,132
6/20/2013,114
5/4/2013,131
9/20/2015,118
6/21/2013,105
8/28/2018,124
1/5/2012,117
8/14/2011,127
1/22/2017,156
5/23/2014,99
6/19/2010,76
5/30/2020,351
6/14/2017,124
10/5/2012,106
1/11/2014,122
12/21/2017,119
10/8/2008,17
3/18/2009,116
6/4/2019,152
11/4/2014,118
2/26/2019,165
8/1/2018,162
11/14/2018,249
5/12/2009,110
1/8/2012,130
7/9/2009,135
7/13/2016,151
3/2/2012,151
6/23/2013,97
4/23/2016,124
2/12/2013,131
4/11/2021,369
7/5/2017,151
11/8/2010,103
10/19/2020,322
5/29/2020,362
8/2/2015,99
9/3/2015,128
4/2/2013,114
6/4/2016,133
11/25/2020,280
2/14/2013,91
9/8/2011,105
12/30/2017,156
1/16/2018,153
5/18/2013,140
6/1/2012,107
6/24/2013,124
12/8/2012,109
2/14/2017,113
10/17/2009,98
12/6/2016,120
9/6/2014,93
6/21/2014,95
5/14/2012,108
6/29/2018,149
3/9/2019,150
9/1/2018,106
10/10/2015,106
10/15/2017,149
12/18/2009,67
12/23/2014,90
4/24/2016,117
6/20/2019,172
3/23/2009,132
4/23/2013,103
7/25/2019,175
10/6/2014,85
8/30/2017,163
3/29/2011,115
2/7/2014,135
3/12/2011,162
12/12/2010,81
2/5/2011,94
9/16/2012,110
6/13/2009,91
5/3/2015,102
8/24/2016,113
10/10/2010,76
5/12/2016,127
4/3/2021,276
1/19/2010,110
7/3/2012,99
12/31/2012,111
5/19/2019,197
8/19/2017,138
8/10/2016,115
5/20/2011,113
4/11/2015,101
7/31/2015,111
12/30/2016,122
7/26/2009,90
11/6/2013,86
6/17/2019,175
2/12/2011,99
4/2/2016,115
7/17/2017,135
9/23/2019,155
1/4/2016,120
3/27/2010,83
9/17/2008,15
3/15/2020,294
2/19/2013,119
1/1/2010,79
11/3/2010,79
11/10/2019,186
12/25/2011,113
12/24/2015,85
12/7/2014,103
8/1/2009,89
7/10/2021,357
7/8/2016,92
2/13/2011,98
5/22/2012,115
1/6/2012,121
4/20/2019,166
2/10/2016,111
2/6/2012,113
10/7/2012,110
5/23/2017,129
8/1/2019,211
4/20/2009,170
3/14/2009,129
9/6/2016,126
5/6/2014,94
4/2/2017,141
3/15/2015,96
6/12/2008,15
3/14/2011,133
2/15/2013,91
1/25/2017,195
6/29/2012,113
4/14/2016,122
2/11/2020,229
7/15/2015,103
5/28/2013,103
4/28/2021,366
12/13/2012,99
2/7/2012,116
6/16/2009,141
7/31/2019,166
3/11/2018,138
2/10/2014,102
12/3/2017,133
10/22/2019,186
3/12/2014,134
8/5/2008,20
5/13/2017,95
7/10/2013,104
12/6/2020,285
6/13/2016,132
7/26/2015,105
11/5/2013,111
5/20/2009,113
11/27/2011,131
5/12/2012,116
3/5/2015,129
4/26/2007,14
10/6/2021,425
2/20/2015,99
10/27/2019,200
9/11/2016,120
8/3/2019,190
1/13/2013,125
6/27/2019,189
6/30/2018,121
3/30/2011,129
7/13/2019,186
2/28/2019,188
7/4/2010,95
3/29/2015,83
12/1/2013,117
6/27/2015,97
8/30/2016,150
4/15/2012,105
2/7/2009,44
5/17/2011,132
10/22/2020,278
1/5/2011,116
11/30/2010,79
10/4/2016,110
8/23/2009,87
3/4/2017,126
3/18/2010,81
10/13/2009,84
4/1/2012,104
12/26/2015,107
10/15/2016,117
12/7/2010,73
4/6/2011,123
7/16/2017,133
5/25/2010,118
7/8/2010,113
6/22/2014,105
7/29/2019,182
11/5/2008,22
5/25/2021,356
1/26/2009,51
5/22/2018,121
6/8/2014,100
11/15/2019,234
5/15/2015,102
8/27/2009,116
11/12/2015,82
1/17/2011,120
7/16/2010,110
8/20/2019,205
10/6/2018,113
10/1/2009,74
12/9/2012,94
12/16/2019,205
9/9/2013,111
5/5/2022,510
3/21/2013,120
8/29/2009,89
9/20/2019,209
9/4/2009,95
8/2/2010,83
1/7/2017,146
7/1/2019,193
9/4/2014,108
6/15/2016,111
12/3/2008,25
3/16/2017,102
6/24/2015,105
8/27/2017,127
9/29/2018,144
6/28/2011,125
1/2/2011,93
1/10/2011,90
11/24/2015,107
7/7/2011,144
6/30/2013,93
2/16/2019,190
5/18/2014,119
4/10/2011,107
12/5/2012,97
5/14/2018,135
3/8/2015,115
10/19/2013,99
10/7/2015,108
12/25/2013,98
9/27/2012,93
6/1/2018,138
11/2/2015,105
11/28/2015,94
5/18/2017,122
3/13/2013,149
2/22/2015,109
6/25/2012,106
12/29/2010,85
9/9/2015,103
4/16/2020,342
8/1/2013,91
2/6/2009,76
3/31/2009,156
8/10/2010,106
10/23/2014,86
1/1/2021,314
2/13/2012,116
1/30/2011,132
9/15/2020,285
2/14/2014,104
3/1/2019,162
10/8/2009,95
9/24/2010,107
9/22/2008,15
9/28/2012,103
5/21/2013,142
8/3/2011,118
8/8/2011,147
6/2/2011,118
3/10/2020,207
6/14/2011,145
8/4/2017,142
5/30/2010,102
2/25/2015,100
7/16/2016,156
4/30/2010,93
1/21/2012,151
7/6/2012,103
1/10/2020,256
11/30/2016,110
10/13/2020,262
1/25/2012,148
7/18/2016,139
12/30/2013,131
7/31/2018,135
12/10/2015,113
1/20/2018,165
5/25/2015,101
5/18/2018,112
4/12/2010,87
3/16/2021,320
8/30/2010,98
8/20/2018,144
2/10/2019,163
10/23/2008,31
5/28/2017,99
8/11/2020,304
2/27/2011,115
2/3/2011,133
10/12/2017,126
12/9/2015,116
5/6/2009,119
5/12/2019,181
12/22/2011,107
12/31/2011,91
6/29/2014,97
10/10/2011,128
10/18/2010,79
4/26/2013,110
4/8/2020,345
8/23/2014,136
1/16/2013,98
2/18/2010,105
9/9/2011,86
1/27/2010,127
10/25/2019,196
2/27/2020,214
1/17/2015,99
5/1/2010,83
4/28/2020,299
2/9/2010,98
1/6/2009,61
12/23/2021,454
1/23/2012,141
8/5/2018,129
8/21/2017,138
8/13/2020,321
8/19/2015,88
9/15/2011,133
5/30/2021,306
1/15/2015,96
3/6/2015,93
10/14/2016,123
8/21/2018,161
1/30/2017,172
12/9/2014,106
5/31/2018,149
11/22/2016,121
11/14/2021,429
2/2/2011,131
11/6/2009,85
4/7/2020,293
8/21/2009,101
11/23/2017,104
5/23/2019,176
12/17/2012,88
7/2/2013,93
2/11/2015,112
7/17/2015,108
3/6/2010,106
8/10/2012,132
9/29/2020,307
11/20/2016,119
11/19/2016,135
1/12/2010,110
4/19/2014,119
12/10/2019,178
11/18/2010,100
7/15/2021,324
5/7/2014,164
2/20/2017,103
8/12/2014,114
2/5/2013,125
3/20/2016,131
2/6/2019,172
11/26/2016,120
9/25/2018,164
4/23/2015,101
12/8/2019,192
10/21/2016,86
3/29/2014,99
1/20/2015,106
6/3/2014,127
9/23/2009,104
12/26/2012,96
10/11/2014,99
10/10/2016,121
3/11/2019,154
1/9/2013,123
2/1/2010,110
8/21/2019,188
6/23/2015,98
11/29/2020,243
2/23/2017,88
7/5/2010,86
5/12/2014,117
8/17/2010,104
2/25/2016,114
3/9/2018,114
10/26/2018,126
8/19/2014,117
9/25/2014,107
11/2/2018,144
11/20/2020,281
4/15/2018,142
7/15/2012,133
12/17/2020,293
8/9/2019,172
2/1/2015,108
9/30/2017,140
3/12/2012,114
9/1/2016,117
6/6/2012,127
12/17/2017,126
7/24/2019,184
12/9/2020,307
4/29/2016,112
9/24/2013,92
2/16/2015,115
8/30/2018,147
5/25/2012,118
4/10/2012,119
7/3/2013,104
5/10/2014,122
3/29/2013,110
5/4/2016,103
12/5/2011,115
5/2/2016,119
2/2/2010,73
10/13/2016,121
7/17/2013,111
12/24/2014,102
3/15/2014,118
2/15/2021,327
4/18/2015,125
6/24/2009,127
9/22/2016,107
5/12/2011,133
9/15/2019,155
5/15/2016,103
11/16/2016,137
9/26/2013,119
8/28/2012,118
3/7/2011,134
5/17/2012,122
2/29/2012,123
3/17/2018,137
3/26/2012,122
10/8/2013,137
7/18/2017,166
8/26/2011,114
12/27/2010,110
2/15/2010,88
7/24/2017,145
7/9/2015,93
11/22/2015,115
9/18/2011,124
8/26/2020,294
2/2/2013,123
11/8/2009,79
11/13/2015,97
10/18/2016,120
2/18/2014,100
11/5/2011,113
8/31/2015,102
6/17/2018,129
7/28/2014,86
4/23/2014,117
11/10/2010,70
2/7/2013,123
5/26/2011,141
2/11/2016,124
12/22/2018,146
2/23/2011,134
3/27/2015,105
8/27/2019,198
3/16/2011,146
4/3/2010,97
7/21/2014,81
9/9/2008,26
9/1/2012,122
5/10/2010,105
5/19/2012,105
9/13/2010,88
3/6/2014,109
12/11/2016,89
3/1/2016,110
3/3/2020,230
1/24/2011,144
10/31/2020,304
4/6/2009,145
4/11/2014,98
5/27/2017,113
3/6/2011,125
3/15/2016,96
6/30/2012,105
3/3/2016,129
6/2/2021,301
8/10/2013,93
7/17/2012,113
1/2/2010,85
5/2/2013,133
2/3/2021,347
9/26/2016,101
3/14/2017,115
5/26/2009,103
1/20/2017,198
8/18/2018,125
10/20/2018,118
2/18/2012,130
9/23/2013,112
11/21/2009,70
10/8/2019,198
6/20/2018,136
7/21/2020,314
10/19/2018,149
12/15/2017,109
9/7/2016,94
2/4/2013,125
1/6/2017,132
12/30/2019,210
6/16/2020,291
3/15/2018,102
4/11/2017,108
6/6/2019,169
5/21/2009,88
3/14/2019,190
6/9/2018,121
5/15/2011,123
11/13/2014,72
8/21/2014,112
4/16/2018,180
9/24/2012,118
3/18/2020,335
11/15/2011,121
12/2/2013,97
10/10/2013,105
9/16/2014,83
5/9/2013,112
1/25/2018,163
12/15/2021,489
7/9/2020,292
9/27/2020,291
10/18/2017,116
10/12/2009,74
12/10/2009,74
1/29/2009,64
9/13/2011,115
10/15/2015,107
10/4/2015,111
6/15/2012,98
7/17/2008,7
9/12/2019,183
2/27/2014,112
2/3/2016,97
2/4/2021,377
10/3/2013,127
2/16/2014,109
1/29/2017,171
3/24/2013,144
10/12/2012,106
3/16/2019,187
2/17/2018,111
12/4/2011,115
6/18/2018,156
7/5/2018,206
4/9/2013,117
8/31/2019,193
12/29/2011,147
5/9/2012,125
8/24/2017,135
6/25/2021,308
11/4/2015,95
7/12/2013,94
10/5/2013,100
3/9/2014,114
10/25/2020,309
6/16/2011,137
8/24/2014,114
8/16/2019,194
5/10/2016,115
8/9/2017,168
4/6/2013,122
12/25/2018,188
12/25/2010,53
11/8/2007,7
9/4/2012,102
4/26/2009,122
7/17/2016,140
10/13/2011,137
1/8/2020,330
9/6/2011,109
8/10/2021,382
11/19/2010,80
4/11/2019,149
8/22/2018,130
6/22/2015,106
4/7/2013,106
7/22/2018,146
6/1/2010,95
9/16/2016,109
11/7/2015,92
3/18/2012,118
9/18/2013,106
1/24/2020,202
3/15/2012,117
8/22/2012,109
2/27/2009,104
10/9/2012,123
11/3/2014,102
5/25/2017,108
10/20/2017,138
11/1/2012,94
9/2/2020,320
10/31/2014,101
10/17/2014,108
5/25/2007,6
3/4/2016,108
11/28/2016,104
6/11/2017,108
9/8/2017,123
1/27/2013,115
4/27/2017,93
3/11/2017,120
2/20/2018,128
12/6/2012,89
8/24/2011,140
1/17/2013,108
1/9/2009,35
7/9/2011,131
1/22/2018,134
2/26/2016,112
1/31/2017,156
1/13/2014,102
10/29/2014,129
11/5/2014,103
3/23/2010,92
10/3/2014,106
12/8/2016,105
10/16/2008,26
5/30/2011,125
12/5/2020,259
11/29/2017,137
11/29/2012,103
10/11/2018,127
8/14/2014,91
1/26/2013,105
9/17/2010,91
2/19/2018,141
6/11/2009,105
1/17/2016,111
8/8/2019,204
12/21/2009,69
3/26/2017,149
11/6/2016,107
8/3/2009,106
12/27/2016,119
3/22/2013,122
5/30/2017,103
7/28/2008,17
2/2/2009,64
7/13/2017,139
12/19/2010,74
6/1/2008,9
6/27/2018,140
2/13/2020,209
12/13/2014,88
9/6/2015,104
9/23/2010,103
10/9/2009,92
9/11/2011,101
11/11/2011,120
3/10/2009,92
10/21/2010,75
3/2/2014,134
9/12/2009,94
2/27/2016,111
4/15/2013,112
5/27/2013,116
2/5/2018,133
7/22/2012,90
12/17/2009,60
7/7/2014,103
11/20/2010,80
2/19/2016,87
2/23/2009,63
8/14/2013,131
10/16/2012,108
10/2/2013,102
1/12/2017,146
11/20/2018,159
11/16/2009,86
9/14/2012,114
12/21/2012,117
11/20/2011,102
7/12/2016,101
12/30/2015,95
2/14/2018,114
1/1/2016,105
4/29/2015,110
10/31/2018,144
6/18/2014,114
2/12/2012,155
11/14/2014,87
6/25/2018,137
3/5/2017,114
1/28/2015,96
7/3/2015,87
2/15/2018,102
6/28/2010,88
4/1/2011,151
6/13/2019,199
2/27/2017,130
2/16/2012,125
1/22/2010,120
10/30/2016,102
10/1/2010,96
7/16/2009,151
9/19/2014,79
8/19/2011,131
12/22/2017,124
10/3/2015,76
8/30/2014,84
6/15/2010,86
4/12/2013,98
12/22/2012,98
1/19/2016,101
1/26/2015,113
8/11/2013,99
6/8/2012,94
11/25/2010,73
6/3/2016,108
2/4/2020,240
7/10/2017,126
5/30/2009,86
5/10/2009,80
11/9/2019,216
9/23/2012,111
10/23/2009,73
10/24/2010,78
10/5/2014,86
12/23/2013,83
4/18/2010,112
7/18/2012,109
2/9/2017,151
4/18/2019,145
3/28/2011,121
12/19/2009,74
8/14/2016,104
9/13/2017,106
11/2/2009,75
1/19/2015,94
3/21/2016,129
9/12/2011,88
5/13/2014,113
5/1/2021,324
12/30/2009,82
6/27/2012,99
5/7/2019,163
9/5/2016,122
10/14/2018,149
2/20/2019,181
3/14/2014,123
2/5/2009,79
1/4/2008,1
5/6/2013,88
6/10/2010,132
7/7/2009,138
11/20/2008,28
8/14/2018,126
7/12/2018,147
9/5/2010,94
9/3/2008,20
4/5/2013,104
10/6/2015,97
11/28/2011,111
4/20/2013,105
6/18/2019,198
1/27/2016,104
5/3/2019,150
7/21/2013,115
3/16/2016,114
4/8/2017,94
4/22/2011,129
8/18/2007,2
8/11/2018,133
9/28/2018,128
4/9/2019,161
6/17/2014,133
2/11/2013,104
12/22/2008,23
2/2/2017,130
5/26/2018,190
7/28/2010,86
1/13/2009,50
7/10/2009,113
4/12/2009,90
11/17/2015,100
2/8/2020,221
9/18/2015,98
3/21/2009,92
10/16/2015,103
3/26/2009,133
12/22/2015,116
9/16/2013,117
2/9/2012,145
10/26/2012,96
6/20/2010,93
6/26/2017,119
1/30/2015,129
12/24/2017,107
10/5/2010,89
12/8/2018,159
5/2/2012,108
9/16/2010,91
5/10/2015,119
1/30/2012,119
8/26/2015,106
5/8/2015,95
7/22/2015,100
6/12/2020,283
4/3/2012,121
8/11/2021,348
2/21/2015,135
6/8/2016,109
8/4/2010,86
3/31/2014,129
5/7/2017,119
12/13/2006,3
12/29/2019,228
12/10/2018,183
9/16/2019,183
5/7/2009,107
4/26/2012,159
3/27/2020,360
12/21/2011,118
7/17/2009,105
5/16/2013,117
4/5/2019,187
6/3/2010,140
7/12/2010,103
3/1/2011,125
5/19/2009,133
4/27/2012,120
3/28/2017,115
3/21/2019,158
3/24/2019,159
5/28/2014,129
1/1/2011,62
12/11/2018,191
4/29/2017,122
11/27/2008,39
9/11/2012,109
7/26/2017,148
10/14/2009,82
6/25/2013,141
5/15/2018,142
8/21/2010,86
5/1/2015,98
10/8/2015,121
3/29/2012,109
11/8/2016,97
10/3/2017,133
12/2/2014,135
3/21/2018,130
3/13/2020,252
6/16/2014,94
1/25/2014,140
1/28/2016,126
4/14/2019,184
3/2/2018,120
12/8/2014,103
4/20/2015,95
9/7/2018,150
5/1/2011,109
4/20/2017,115
2/28/2017,114
4/28/2009,164
8/24/2018,127
11/12/2011,118
3/16/2014,135
5/9/2016,97
9/28/2009,93
11/24/2012,106
7/5/2009,91
7/10/2014,111
1/2/2020,246
11/25/2016,98
6/11/2019,195
10/6/2009,88
2/16/2020,223
4/16/2011,94
10/25/2017,136
6/2/2009,115
11/30/2019,168
9/7/2017,140
9/3/2021,393
3/16/2020,316
2/4/2010,108
1/22/2009,58
11/6/2022,3166
12/31/2013,87
4/25/2011,113
11/18/2016,106
12/14/2019,207
2/24/2015,93
3/28/2016,107
12/23/2011,132
2/26/2011,118
6/30/2014,127
7/12/2012,123
12/4/2009,70
8/24/2009,103
7/23/2008,20
2/18/2020,217
10/27/2020,345
9/23/2008,14
5/9/2011,114
6/21/2021,296
8/25/2008,35
5/8/2014,147
4/1/2014,117
8/2/2017,135
11/11/2009,115
12/4/2013,82
11/28/2008,31
9/7/2013,112
11/9/2009,71
1/8/2016,123
11/3/2019,189
4/2/2014,123
7/10/2007,6
10/30/2013,94
1/8/2014,109
8/18/2016,100
12/27/2013,88
3/20/2015,100
8/8/2009,95
6/25/2014,141
11/27/2017,136
9/8/2013,122
3/2/2019,200
3/8/2012,109
9/5/2018,142
4/8/2009,143
8/28/2013,105
10/1/2014,98
7/6/2013,112
7/18/2010,107
12/18/2012,96
8/7/2010,65
4/6/2012,108
1/18/2013,116
4/25/2009,123
7/19/2007,7
3/3/2017,103
11/3/2009,64
1/13/2015,99
9/2/2012,124
5/11/2018,105
9/12/2017,142
5/4/2012,110
12/19/2012,120
11/4/2010,89
5/23/2008,12
4/27/2010,79
3/19/2011,137
3/25/2016,117
11/22/2019,248
8/15/2007,7
12/21/2010,101
10/4/2014,94
6/17/2012,104
9/28/2010,92
12/1/2012,96
7/12/2019,136
7/30/2014,95
10/3/2012,96
6/22/2016,141
12/19/2017,117
12/14/2012,143
10/18/2018,160
3/10/2012,119
3/17/2019,187
4/12/2012,114
1/8/2008,8
6/10/2012,108
6/19/2019,208
8/6/2015,83
4/12/2018,135
9/2/2009,108
1/26/2016,139
5/4/2015,96
11/18/2009,88
12/7/2009,73
8/18/2012,106
10/30/2009,78
1/13/2010,104
4/29/2012,117
10/15/2008,32
4/16/2019,167
6/20/2017,120
6/2/2019,191
1/28/2019,165
2/10/2013,110
2/20/2011,83
7/30/2016,124
9/25/2019,180
9/2/2013,96
6/7/2013,133
8/5/2017,102
7/4/2013,115
2/11/2014,108
1/16/2012,146
10/28/2019,184
11/9/2015,94
2/25/2017,104
2/18/2013,107
10/15/2011,135
12/13/2007,6
3/11/2015,102
4/17/2011,103
12/5/2014,97
2/3/2020,245
9/9/2009,91
3/28/2015,132
3/26/2019,161
12/14/2017,113
5/13/2013,103
7/7/2018,116
5/15/2009,118
6/22/2012,119
8/4/2012,94
6/10/2011,120
11/11/2017,135
3/17/2014,108
10/17/2012,128
10/29/2013,87
10/20/2016,107
4/29/2014,116
6/24/2018,130
2/27/2013,110
11/21/2008,21
5/11/2009,94
2/4/2014,114
6/18/2020,350
10/26/2014,96
3/22/2008,9
4/15/2016,107
7/3/2014,102
3/8/2013,118
11/7/2012,125
2/19/2012,141
9/5/2015,93
9/30/2016,145
1/29/2012,144
12/24/2010,72
2/20/2021,367
5/24/2013,111
6/9/2017,138
2/10/2012,113
7/20/2015,111
4/23/2012,116
7/3/2017,113
1/11/2012,122
8/2/2019,188
6/7/2015,100
6/15/2015,100
8/9/2012,98
6/2/2017,101
6/16/2012,98
10/18/2009,65
8/14/2008,21
4/20/2014,105
1/23/2016,120
12/17/2010,71
5/18/2012,98
8/10/2009,102
8/18/2017,153
9/3/2017,105
12/24/2012,98
3/26/2014,120
10/29/2016,123
5/8/2016,105
5/18/2015,122
2/15/2012,128
1/15/2012,155
6/30/2015,104
7/20/2009,123
11/10/2014,96
9/18/2014,109
9/5/2020,282
8/2/2014,113
10/3/2019,163
7/14/2014,98
5/21/2019,157
6/6/2011,123
1/9/2010,90
8/28/2017,121
3/7/2015,126
1/15/2009,53
9/10/2010,80
11/10/2018,148
8/23/2010,85
12/31/2015,85
5/9/2018,150
2/26/2014,109
3/24/2008,10
7/31/2014,78
4/1/2018,166
4/21/2014,84
10/29/2018,144
1/11/2020,255
4/6/2016,96
7/17/2010,74
2/28/2018,124
4/30/2007,5
9/11/2014,84
1/26/2012,143
7/29/2013,126
2/27/2010,100
6/18/2013,142
5/22/2013,103
9/24/2014,104
9/22/2015,112
9/19/2011,110
6/6/2018,122
1/16/2017,139
8/21/2012,114
8/5/2014,100
8/3/2013,111
10/29/2015,92
4/24/2013,101
9/13/2013,91
10/2/2017,115
5/25/2014,110
12/29/2016,133
4/3/2008,8
10/13/2014,113
3/12/2015,87
6/5/2016,107
4/9/2016,135
12/25/2016,95
3/13/2012,117
12/20/2017,139
1/13/2016,110
4/8/2014,107
6/29/2015,117
7/27/2015,77
7/11/2013,100
9/20/2017,141
12/4/2012,90
3/20/2017,137
1/7/2018,163
5/10/2012,105
12/9/2013,109
2/22/2020,258
12/4/2019,191
11/5/2022,3563
3/23/2015,91
5/24/2015,98
12/2/2011,116
7/20/2011,124
5/24/2011,117
4/2/2011,114
10/26/2009,90
12/3/2018,265
2/22/2009,65
11/7/2022,13324
9/1/2011,108
11/24/2009,78
1/17/2010,97
10/14/2010,85
2/17/2016,86
2/4/2015,119
10/13/2012,92
9/27/2014,94
5/12/2018,119
7/11/2019,178
11/25/2019,175
5/28/2019,150
1/23/2011,89
3/21/2014,128
4/15/2019,144
1/27/2020,246
11/30/2012,101
11/29/2009,67
4/3/2014,129
2/3/2009,56
5/19/2013,137
10/15/2013,119
1/27/2017,165
1/21/2015,120
2/24/2012,140
8/20/2013,94
10/19/2010,85
5/4/2017,131
2/24/2018,130
11/20/2014,113
1/29/2018,116
1/14/2014,96
11/27/2016,101
8/28/2016,104
9/17/2009,95
12/7/2008,21
4/19/2007,6
12/26/2008,17
5/20/2013,130
10/30/2008,23
8/7/2012,110
10/9/2015,112
10/2/2014,111
2/19/2009,86
12/20/2011,146
3/3/2009,111
4/19/2012,117
8/27/2010,95
1/1/2014,101
6/4/2018,125
9/13/2014,97
5/28/2007,3
3/2/2015,98
10/23/2010,69
4/19/2016,113
3/30/2017,128
10/14/2011,120
8/15/2014,131
1/12/2020,281
4/30/2016,86
12/28/2020,330
7/9/2010,102
10/19/2009,86
8/14/2010,100
6/6/2014,105
7/3/2010,81
7/2/2011,125
6/11/2013,150
1/21/2017,195
3/17/2013,154
11/5/2017,150
12/30/2010,95
11/18/2013,91
4/5/2009,96
7/24/2020,288
5/3/2012,96
9/2/2018,151
7/16/2020,291
11/1/2011,127
1/4/2013,120
8/8/2015,85
9/2/2017,120
9/16/2017,119
6/4/2017,131
10/2/2011,82
3/27/2013,115
4/4/2014,108
2/8/2016,101
12/15/2016,101
11/16/2017,86
10/6/2010,91
10/9/2008,16
3/4/2010,174
7/21/2011,122
12/28/2011,122
1/11/2017,144
4/19/2015,110
9/6/2017,118
3/13/2010,107
6/13/2013,101
11/18/2017,136
10/12/2018,124
6/11/2015,80
5/18/2016,83
1/25/2010,109
7/24/2015,112
7/19/2019,183
5/29/2012,124
2/4/2016,110
6/8/2013,120
8/23/2019,167
7/30/2015,122
6/13/2014,101
9/25/2010,87
7/30/2010,114
11/23/2013,102
5/1/2012,119
10/11/2009,81
6/16/2016,91
9/30/2012,102
2/7/2020,223
5/26/2016,118
2/25/2013,132
8/27/2012,109
12/3/2010,96
5/22/2016,123
1/21/2011,90
2/27/2008,19
11/22/2011,119
1/2/2016,105
5/5/2012,107
3/6/2013,110
2/13/2014,117
9/15/2008,7
9/9/2019,167
3/30/2019,174
1/12/2009,34
8/1/2015,90
8/9/2018,154
8/20/2012,111
4/8/2013,102
5/20/2012,119
10/11/2013,103
11/25/2017,113
11/16/2012,110
6/2/2018,135
6/1/2009,100
3/30/2018,125
5/24/2008,8
12/1/2010,88
6/28/2013,106
6/20/2015,93
2/21/2017,122
2/26/2013,121
6/25/2016,114
1/21/2016,105
9/22/2009,99
10/17/2013,100
7/20/2010,82
10/4/2010,99
1/16/2015,115
2/22/2013,122
10/14/2012,98
6/1/2019,148
5/21/2014,115
2/20/2020,217
7/29/2014,107
7/2/2015,112
10/1/2018,181
2/12/2018,121
2/13/2009,74
12/3/2015,98
4/1/2016,133
5/31/2011,128
1/21/2019,149
3/10/2016,109
10/14/2013,112
3/14/2010,69
7/23/2015,115
6/11/2008,12
4/17/2007,10
4/16/2021,347
7/28/2011,153
12/27/2011,141
11/19/2014,70
9/6/2013,124
3/20/2013,97
1/20/2016,106
10/25/2009,77
11/14/2010,80
1/19/2013,106
9/8/2012,102
9/15/2016,133
11/8/2008,14
9/24/2015,79
6/26/2019,163
1/9/2012,146
7/3/2007,5
3/18/2016,120
2/24/2011,111
6/30/2016,95
7/7/2015,96
8/2/2007,5
5/31/2017,119
1/4/2015,124
12/6/2009,78
8/9/2009,67
8/22/2015,100
7/13/2012,119
10/27/2010,94
12/13/2008,18
11/16/2014,118
6/29/2019,188
10/25/2012,116
5/6/2011,113
8/29/2012,117
6/28/2017,135
10/3/2018,153
12/26/2014,101
8/22/2009,98
4/28/2019,154
11/19/2017,143
12/15/2011,115
2/1/2011,122
2/2/2018,119
4/25/2016,100
10/21/2020,295
1/18/2016,101
5/7/2011,116
6/2/2012,96
8/25/2009,95
12/21/2014,90
7/10/2015,73
3/8/2010,89
11/9/2014,114
3/25/2013,123
11/12/2009,81
11/11/2010,91
5/10/2017,103
9/11/2013,101
5/23/2010,105
8/16/2017,143
3/22/2015,104
3/16/2012,121
2/16/2018,139
7/16/2012,128
4/3/2011,120
4/10/2007,13
7/13/2015,114
8/14/2015,92
1/14/2009,49
2/28/2010,85
6/10/2014,125
8/29/2021,403
2/12/2009,89
1/27/2012,140
8/24/2015,93
8/15/2011,120
8/17/2007,5
2/15/2015,111
11/1/2014,98
12/15/2012,102
4/17/2018,116
5/28/2009,87
12/28/2009,82
4/21/2016,87
8/12/2015,106
5/8/2017,113
7/19/2009,94
5/3/2010,83
9/23/2011,112
12/17/2016,103
4/13/2015,105
12/5/2009,60
5/17/2019,157
6/4/2011,114
9/30/2014,103
9/1/2013,132
4/4/2010,64
1/16/2009,57
12/20/2016,111
4/29/2009,140
8/17/2015,124
1/21/2009,45
8/7/2011,132
5/27/2014,108
1/19/2012,131
8/2/2011,118
3/3/2015,97
6/26/2011,142
2/5/2017,138
5/16/2014,117
10/27/2009,77
6/12/2011,121
9/23/2015,111
10/12/2016,94
3/22/2016,135
3/19/2019,163
10/12/2011,120
2/6/2016,108
4/30/2013,112
8/5/2011,122
10/25/2010,84
4/5/2016,97
12/15/2014,108
10/16/2011,132
5/9/2019,129
3/25/2009,148
6/10/2015,94
8/11/2010,103
12/16/2013,90
1/15/2017,135
6/12/2014,116
7/21/2015,109
5/14/2015,68
4/1/2009,110
3/14/2012,145
9/9/2016,106
2/13/2021,317
7/30/2009,120
9/10/2009,91
12/29/2015,93
3/1/2008,7
10/24/2018,157
1/19/2017,134
3/20/2012,133
12/20/2014,89
10/5/2018,134
11/17/2009,83
10/13/2017,117
4/10/2008,15
4/27/2015,70
6/3/2015,92
8/3/2010,100
4/10/2014,81
4/29/2011,109
4/4/2016,136
10/28/2015,74
6/12/2012,123
3/12/2013,140
9/24/2008,20
8/27/2015,104
6/19/2013,112
