date,cnt
3/18/2014,142
8/22/2014,101
8/13/2018,133
9/9/2010,106
11/7/2017,135
7/25/2018,146
4/30/2009,171
5/19/2018,111
9/4/2016,124
9/4/2020,287
11/1/2018,160
10/30/2017,103
3/12/2010,109
7/19/2016,145
10/3/2009,76
6/1/2013,101
4/26/2014,97
12/26/2016,103
8/29/2018,183
1/21/2021,357
12/30/2011,114
8/31/2010,121
8/7/2018,151
11/15/2017,139
2/13/2013,110
12/3/2019,188
3/7/2018,108
5/26/2022,608
1/2/2013,134
2/23/2022,561
2/7/2021,341
4/22/2022,566
10/26/2022,1585
8/5/2013,105
11/28/2017,126
1/17/2012,142
4/4/2015,106
2/8/2014,121
5/9/2015,98
8/9/2022,774
11/16/2013,100
4/7/2018,126
1/9/2020,261
10/16/2014,105
4/17/2019,159
7/16/2015,99
7/16/2019,198
5/14/2013,98
6/29/2010,98
6/9/2012,105
10/6/2011,118
4/3/2018,130
7/29/2015,110
5/28/2015,95
7/26/2018,163
5/11/2016,106
1/21/2013,135
4/30/2015,92
7/31/2011,126
9/21/2013,99
12/23/2017,123
6/16/2022,679
7/8/2021,339
3/10/2014,117
11/27/2015,96
6/1/2021,320
5/12/2017,99
11/7/2020,344
9/25/2011,103
12/28/2010,79
1/29/2022,555
9/4/2011,98
10/9/2011,144
6/14/2014,110
9/10/2017,127
6/25/2011,154
4/14/2009,147
7/2/2016,111
4/5/2018,152
8/12/2021,375
1/3/2022,526
12/13/2016,105
2/9/2022,578
6/1/2015,105
7/1/2020,265
4/5/2012,127
7/4/2021,371
4/12/2016,124
2/3/2012,132
6/29/2017,129
5/8/2010,110
1/29/2013,111
5/17/2015,93
12/7/2016,126
11/23/2019,188
9/26/2014,77
5/17/2016,113
1/21/2014,111
4/29/2019,165
10/1/2022,1219
2/16/2021,348
5/7/2022,584
12/6/2017,161
4/3/2022,607
8/4/2022,718
12/12/2011,124
10/14/2014,88
3/2/2021,318
5/30/2015,111
7/5/2016,98
5/10/2019,147
7/22/2022,726
11/24/2008,29
6/23/2020,228
1/29/2016,105
11/22/2018,160
11/14/2016,140
9/3/2022,863
5/8/2012,135
4/18/2016,104
2/5/2012,130
5/11/2015,105
9/3/2010,100
2/5/2020,238
6/11/2016,112
9/22/2010,103
9/30/2021,447
1/15/2022,519
3/31/2022,540
4/5/2020,317
3/9/2013,125
3/12/2016,121
2/28/2020,246
6/26/2016,137
2/27/2015,118
5/31/2015,106
7/11/2021,334
8/3/2018,151
9/19/2009,67
7/13/2010,92
5/31/2013,115
7/5/2014,98
9/1/2020,319
4/12/2022,686
11/6/2015,105
5/3/2008,11
10/8/2016,126
11/4/2018,163
1/21/2010,119
6/17/2016,86
8/27/2018,136
6/24/2016,121
3/30/2020,347
7/26/2011,127
1/7/2022,513
11/2/2016,120
12/11/2014,103
10/22/2014,102
4/9/2015,129
9/28/2016,104
8/29/2010,69
2/1/2017,132
10/7/2011,109
8/25/2022,784
8/20/2016,124
1/19/2020,241
7/3/2022,713
3/3/2021,323
11/8/2019,181
11/30/2018,132
2/25/2022,617
7/9/2017,113
4/28/2012,102
12/30/2020,366
2/23/2016,96
2/10/2021,367
11/6/2019,207
4/7/2011,113
11/26/2008,23
3/17/2017,110
10/3/2011,93
1/9/2011,112
5/31/2009,89
1/2/2022,540
4/1/2020,325
10/2/2012,113
6/27/2020,256
6/24/2014,87
12/3/2011,113
1/23/2019,199
10/22/2011,125
3/22/2010,101
4/13/2012,110
9/25/2009,82
9/19/2008,18
10/12/2013,96
4/30/2012,121
3/5/2016,151
4/22/2012,106
3/25/2010,88
8/25/2016,108
12/11/2015,93
7/28/2017,127
6/19/2012,149
8/4/2020,257
5/8/2018,143
10/9/2014,97
2/11/2011,131
6/8/2019,162
5/30/2018,149
5/30/2019,177
4/6/2018,103
9/18/2012,108
11/1/2021,441
9/13/2021,421
4/1/2013,112
4/13/2020,348
6/5/2018,135
6/17/2020,321
5/19/2017,100
5/8/2009,110
4/25/2015,95
4/21/2022,610
2/7/2010,84
12/8/2010,101
8/25/2019,171
6/10/2020,314
8/31/2022,899
12/30/2012,105
6/12/2016,108
3/23/2019,156
4/6/2014,98
12/4/2016,127
1/10/2015,117
10/28/2014,92
5/1/2019,174
11/9/2012,124
3/2/2020,219
2/23/2019,188
7/23/2017,159
6/25/2009,170
11/15/2014,96
10/24/2011,129
3/19/2009,145
7/5/2013,108
11/4/2021,526
7/13/2020,255
8/8/2020,284
12/18/2013,99
8/2/2018,138
12/18/2021,476
4/13/2021,291
6/21/2019,189
10/5/2017,143
4/26/2021,364
1/3/2012,134
4/30/2019,167
2/22/2022,509
7/30/2021,391
1/9/2014,100
5/22/2020,284
12/5/2021,415
7/27/2021,336
12/27/2012,113
1/20/2021,379
6/16/2015,79
9/7/2020,296
3/1/2017,141
8/29/2019,192
4/24/2010,115
9/23/2018,156
1/22/2022,536
9/23/2014,89
11/20/2017,103
2/25/2018,124
4/7/2017,95
8/20/2020,315
9/22/2021,438
8/21/2013,126
9/22/2013,106
12/18/2018,163
2/3/2018,136
1/15/2020,271
2/16/2011,112
6/18/2011,128
10/20/2019,186
11/5/2021,505
12/26/2013,95
7/30/2008,20
8/28/2009,111
12/12/2013,85
7/21/2022,661
5/21/2020,339
6/19/2009,182
5/2/2022,631
3/31/2021,356
8/31/2013,132
12/31/2017,140
8/26/2014,91
8/24/2013,119
3/27/2018,149
7/2/2009,146
3/30/2021,337
10/26/2010,87
4/9/2021,340
8/25/2017,125
5/7/2010,107
8/16/2012,110
6/24/2012,128
7/1/2015,107
3/10/2011,115
3/20/2018,128
6/25/2020,275
6/27/2021,384
2/11/2018,138
12/7/2011,104
10/2/2021,405
9/12/2013,108
6/4/2012,115
7/30/2022,696
2/27/2019,200
5/20/2020,402
8/29/2013,106
9/17/2013,96
10/15/2009,100
2/12/2010,87
12/26/2019,209
10/26/2015,110
10/25/2013,102
5/23/2009,73
7/10/2010,99
12/16/2018,184
3/1/2009,81
4/2/2015,115
1/10/2010,98
12/31/2021,409
3/28/2022,526
11/23/2012,119
11/20/2021,441
8/21/2021,362
8/15/2015,97
7/27/2011,120
10/11/2016,150
8/13/2021,446
5/26/2014,104
5/1/2022,609
6/19/2016,108
5/12/2021,401
9/13/2012,105
3/8/2022,580
1/25/2019,146
6/7/2017,147
4/16/2014,117
8/22/2020,286
7/24/2014,96
3/14/2022,524
4/9/2008,14
12/13/2021,493
1/8/2022,557
12/2/2009,76
10/29/2017,116
2/10/2010,80
5/23/2020,284
9/4/2017,107
4/7/2019,158
5/24/2017,113
11/23/2009,70
5/3/2013,113
8/29/2017,140
10/22/2017,163
11/14/2020,318
12/12/2009,70
4/14/2011,99
10/8/2018,129
1/26/2022,499
9/2/2022,1000
7/24/2021,328
4/27/2019,157
12/12/2018,166
6/2/2014,111
6/30/2019,182
2/23/2012,105
3/30/2012,131
7/10/2008,10
7/8/2017,150
8/6/2013,123
12/9/2018,189
6/30/2022,740
2/25/2020,214
6/22/2020,266
5/24/2019,146
5/24/2021,336
7/27/2022,708
12/6/2021,474
7/6/2018,158
6/3/2009,112
10/6/2020,307
6/27/2011,110
3/1/2018,115
9/15/2009,87
5/21/2011,143
3/27/2011,130
5/17/2018,106
7/12/2014,109
2/29/2016,113
3/22/2022,591
5/30/2013,125
10/24/2014,101
12/31/2014,104
10/12/2015,90
8/4/2018,148
8/3/2012,139
4/1/2015,99
4/10/2021,297
7/22/2013,130
3/31/2013,117
12/17/2021,434
5/11/2022,614
4/19/2009,148
2/26/2020,229
10/11/2015,101
9/11/2020,299
5/27/2020,268
2/9/2019,157
6/24/2010,113
6/20/2011,139
6/29/2022,667
12/22/2019,214
8/19/2009,129
10/4/2020,304
8/15/2009,109
8/10/2017,144
4/19/2021,383
4/28/2008,19
8/17/2009,115
9/1/2014,128
12/17/2013,90
1/4/2017,129
2/17/2013,104
7/12/2021,394
3/27/2017,117
4/23/2020,262
5/1/2017,152
12/12/2021,430
7/28/2013,93
2/14/2015,91
3/25/2017,116
1/21/2018,150
9/19/2012,121
7/12/2011,115
6/5/2015,102
6/13/2020,304
5/31/2022,590
8/22/2019,156
1/10/2012,150
7/19/2020,297
6/23/2014,92
6/21/2018,157
4/7/2014,125
8/18/2021,467
9/27/2015,106
2/8/2013,116
10/1/2016,110
8/30/2009,84
10/25/2011,112
1/23/2022,527
7/8/2015,99
2/24/2020,239
12/11/2019,231
9/5/2019,190
9/28/2020,260
2/26/2021,314
3/26/2021,324
4/9/2018,126
5/31/2010,135
8/25/2018,136
3/2/2010,113
7/12/2022,716
12/2/2010,92
3/8/2018,131
9/19/2020,317
3/28/2013,127
6/26/2014,110
9/8/2018,140
6/19/2017,150
7/2/2012,137
12/29/2021,455
3/8/2014,104
1/8/2018,167
8/24/2010,97
11/25/2015,92
11/9/2017,146
5/7/2021,365
9/10/2014,107
2/6/2017,145
6/29/2013,90
8/18/2014,95
4/10/2009,130
12/14/2015,98
8/30/2020,310
3/9/2017,106
10/24/2009,83
1/22/2012,134
12/23/2016,105
5/26/2013,123
5/15/2014,102
9/15/2018,168
9/27/2016,135
9/9/2017,124
8/4/2019,188
7/17/2018,149
7/26/2022,723
1/18/2012,125
3/18/2019,149
3/8/2021,325
11/11/2019,195
12/3/2020,315
4/4/2009,124
2/18/2011,138
11/26/2012,109
5/7/2018,139
5/15/2012,106
2/8/2015,133
3/15/2022,533
11/10/2015,94
4/2/2018,119
2/6/2014,113
6/13/2018,166
8/18/2020,293
11/24/2018,151
11/9/2020,305
3/15/2021,333
3/9/2020,202
7/25/2015,92
6/15/2020,347
6/20/2021,330
1/18/2014,110
9/3/2013,128
4/3/2009,135
9/24/2021,355
10/28/2020,300
3/5/2013,114
1/18/2009,38
11/13/2021,483
7/14/2018,146
11/24/2010,97
8/19/2020,304
12/5/2015,104
8/22/2011,121
3/23/2011,121
3/31/2019,175
3/28/2019,179
8/26/2016,94
2/8/2022,602
4/27/2016,101
4/27/2014,107
4/6/2010,79
3/13/2011,142
11/5/2019,226
12/13/2019,206
12/14/2013,105
11/11/2021,464
8/31/2018,112
4/29/2020,268
11/25/2011,105
5/15/2021,331
9/16/2021,406
9/15/2017,111
3/1/2015,127
1/31/2020,212
11/21/2015,104
12/22/2021,419
5/16/2009,90
8/10/2020,293
2/4/2012,113
8/13/2019,207
2/7/2019,163
4/5/2011,110
5/10/2013,117
6/25/2019,219
6/1/2014,95
7/29/2010,104
4/5/2014,119
5/3/2017,105
5/11/2013,103
3/15/2009,128
11/13/2009,89
1/14/2017,118
1/10/2021,318
9/2/2015,85
12/15/2010,103
6/30/2017,143
1/31/2022,503
7/7/2021,371
4/24/2009,177
8/11/2014,105
1/14/2022,509
1/8/2011,99
9/14/2015,127
5/4/2011,147
10/10/2018,151
1/29/2020,213
3/19/2021,378
8/6/2018,140
11/29/2011,122
7/18/2018,133
5/26/2020,341
2/1/2012,134
7/14/2011,112
10/7/2021,404
5/22/2017,110
7/3/2021,370
7/15/2020,345
7/21/2012,95
8/31/2017,144
7/20/2013,107
4/24/2021,305
12/27/2020,324
12/28/2021,448
3/13/2018,130
3/5/2010,104
12/1/2015,91
8/9/2020,250
3/21/2015,104
3/9/2022,578
8/23/2018,125
8/12/2009,131
4/18/2009,209
11/6/2010,75
6/5/2009,105
1/13/2019,174
1/4/2012,175
2/15/2009,57
5/28/2021,339
10/31/2016,106
3/24/2020,345
3/21/2017,135
9/23/2017,125
9/19/2010,90
1/28/2010,113
10/22/2010,73
8/15/2013,97
12/15/2013,111
12/7/2020,277
3/29/2021,310
8/2/2013,103
4/15/2011,107
7/8/2020,344
10/7/2016,113
10/26/2011,124
4/25/2017,142
4/7/2021,349
2/4/2011,97
10/17/2020,298
6/10/2022,577
11/10/2013,99
8/8/2016,127
2/22/2021,325
8/12/2010,58
7/8/2022,630
11/26/2021,428
11/4/2016,99
9/30/2019,202
8/13/2015,84
8/18/2009,113
5/26/2012,83
7/27/2017,140
10/17/2015,93
2/14/2016,130
12/21/2013,100
6/23/2021,346
6/12/2010,100
4/12/2015,123
3/14/2018,127
6/26/2018,143
10/9/2010,100
4/12/2014,113
9/12/2016,115
5/25/2009,90
3/1/2013,107
4/26/2015,82
6/8/2011,161
4/8/2021,327
8/8/2013,118
3/17/2011,101
2/23/2020,199
11/17/2011,116
10/29/2011,106
2/7/2011,128
6/10/2021,418
6/24/2021,306
4/12/2019,125
6/22/2019,185
8/20/2022,734
3/10/2022,591
3/15/2010,76
10/10/2021,422
3/3/2010,98
6/3/2012,93
2/13/2010,80
5/6/2019,171
6/16/2010,84
7/4/2022,688
4/17/2020,311
9/15/2012,100
10/26/2020,286
10/21/2021,413
7/4/2020,251
11/13/2013,111
6/2/2010,104
10/11/2012,104
6/7/2014,99
11/1/2019,223
6/5/2012,119
1/3/2016,112
11/16/2010,83
9/2/2019,194
11/16/2018,146
9/14/2010,103
8/25/2010,90
1/3/2021,372
10/16/2013,90
4/5/2017,110
1/22/2015,121
12/10/2020,301
12/8/2011,147
11/12/2008,25
3/8/2017,116
3/26/2010,107
3/17/2016,93
4/7/2012,103
12/5/2019,207
2/17/2017,116
3/6/2018,137
4/16/2016,89
3/23/2014,109
3/1/2010,126
8/7/2020,333
12/16/2021,430
3/16/2009,138
9/4/2019,174
6/18/2010,99
3/25/2019,190
9/17/2021,396
5/3/2011,116
6/22/2018,123
4/11/2009,111
8/10/2019,226
9/14/2020,279
12/6/2011,126
11/11/2018,132
9/29/2021,422
10/17/2021,391
8/28/2010,89
3/5/2009,137
1/2/2012,142
10/3/2016,110
8/1/2017,167
5/28/2010,89
12/12/2014,89
2/27/2021,310
9/19/2017,117
7/26/2016,133
6/3/2019,167
5/14/2016,97
12/19/2018,162
11/13/2019,202
1/2/2017,173
5/6/2012,127
2/21/2011,132
8/7/2015,109
10/19/2015,107
1/20/2022,495
3/23/2022,605
1/17/2018,157
1/30/2018,125
9/29/2016,107
12/25/2014,83
5/4/2018,137
12/31/2020,356
7/15/2010,96
1/14/2013,123
1/9/2022,536
10/29/2021,441
5/1/2018,176
5/1/2009,110
7/18/2020,269
8/15/2020,339
11/13/2017,128
2/11/2010,104
3/7/2020,230
12/4/2020,296
7/8/2013,104
3/13/2021,354
1/26/2021,360
2/2/2014,96
7/22/2010,102
3/20/2014,130
3/24/2022,514
10/2/2018,122
10/4/2018,164
10/17/2019,186
12/19/2021,464
8/31/2014,116
2/10/2022,555
9/7/2021,448
3/11/2012,132
10/23/2011,116
10/9/2017,131
1/2/2021,327
4/2/2020,358
4/22/2009,176
5/2/2015,103
7/19/2017,137
4/27/2020,340
4/17/2013,149
7/21/2009,134
4/17/2016,101
8/29/2016,114
6/10/2016,112
7/6/2011,162
7/26/2021,401
7/11/2016,136
5/20/2008,11
6/23/2010,83
3/17/2021,355
8/14/2019,189
1/14/2015,120
2/22/2014,127
8/11/2011,124
10/6/2012,110
9/11/2010,81
4/6/2019,190
8/1/2021,368
8/27/2020,350
10/14/2019,231
11/10/2009,107
4/25/2010,81
10/19/2017,108
1/4/2018,194
2/3/2015,121
10/1/2013,114
11/9/2011,103
6/27/2013,101
12/22/2013,78
5/2/2019,148
11/14/2017,124
1/5/2019,223
5/28/2011,115
4/29/2010,114
1/23/2017,158
8/3/2020,291
2/6/2018,159
5/18/2020,280
4/21/2010,94
12/11/2011,133
12/7/2017,118
7/20/2020,295
3/2/2011,150
9/26/2012,119
3/11/2010,84
3/21/2007,19
8/26/2012,114
3/9/2009,112
6/9/2015,103
7/28/2012,113
5/13/2018,148
7/26/2020,307
1/12/2014,112
7/7/2017,116
8/23/2017,124
6/23/2022,605
10/31/2012,126
7/14/2012,110
6/29/2021,314
8/9/2021,390
5/18/2009,120
5/24/2012,116
1/28/2018,148
10/6/2019,224
1/10/2014,91
11/21/2018,172
12/4/2014,89
4/17/2015,82
7/9/2013,121
12/22/2016,93
10/20/2011,120
4/27/2009,178
8/11/2017,147
6/6/2020,339
3/6/2021,346
1/8/2017,132
5/31/2014,107
5/17/2022,585
9/20/2012,105
6/16/2013,138
10/31/2011,102
11/1/2013,98
6/7/2011,148
11/23/2015,108
7/12/2015,97
12/1/2019,205
10/21/2012,128
8/19/2013,104
3/16/2018,113
5/23/2011,147
4/26/2010,92
11/21/2020,271
5/16/2011,117
4/19/2017,124
2/26/2012,136
10/23/2013,98
10/13/2018,120
7/4/2011,125
9/21/2015,90
12/18/2017,128
10/9/2018,143
5/11/2010,130
7/20/2018,107
11/22/2020,263
10/20/2013,101
1/13/2011,122
12/28/2018,189
8/20/2009,110
6/9/2013,128
12/20/2013,97
2/20/2010,77
9/14/2021,461
12/22/2009,66
9/26/2018,140
4/22/2019,184
4/21/2015,101
1/6/2016,137
6/18/2015,91
2/18/2019,142
8/1/2020,267
5/22/2015,82
4/14/2015,125
4/12/2017,125
12/9/2019,205
1/14/2020,256
6/21/2020,258
6/30/2021,350
9/30/2020,298
11/12/2018,143
9/28/2019,218
3/24/2012,128
7/31/2020,281
7/14/2009,142
9/10/2018,146
1/2/2015,125
4/4/2011,113
10/24/2016,156
12/31/2009,77
8/19/2007,5
6/26/2013,116
9/14/2011,97
6/17/2009,205
7/11/2020,263
10/5/2019,159
3/4/2021,324
10/19/2016,110
9/29/2010,101
7/6/2017,116
5/16/2020,318
6/18/2017,125
10/27/2011,113
10/18/2019,208
11/22/2017,118
3/16/2013,112
1/11/2016,112
4/14/2012,125
3/28/2009,108
9/24/2009,90
4/16/2013,112
12/20/2020,267
5/29/2010,104
3/26/2015,95
1/12/2013,128
5/19/2021,385
12/15/2018,160
7/25/2021,381
10/17/2018,124
11/9/2013,124
1/18/2019,164
5/2/2009,131
3/4/2011,101
12/7/2012,100
7/31/2017,177
3/22/2021,338
4/9/2010,113
9/13/2009,93
8/26/2019,197
8/15/2018,135
10/3/2008,20
12/19/2020,278
10/20/2010,91
9/20/2018,137
6/15/2018,110
1/14/2010,108
5/3/2016,102
5/12/2015,102
4/13/2019,144
6/26/2015,117
4/26/2020,315
8/6/2017,125
12/23/2018,167
11/28/2019,180
6/22/2013,117
7/7/2012,111
8/21/2020,312
9/2/2011,114
9/8/2019,173
9/24/2020,296
8/22/2016,101
2/28/2015,115
11/30/2014,125
11/18/2015,122
8/8/2018,130
9/19/2013,96
1/20/2013,105
5/23/2016,104
10/31/2019,200
7/21/2016,118
6/14/2021,299
8/15/2022,907
3/7/2009,78
6/9/2014,104
8/16/2015,81
10/12/2019,221
12/27/2017,161
4/15/2014,102
9/20/2009,64
1/19/2021,329
10/17/2011,132
11/12/2010,62
3/31/2011,116
5/7/2016,113
5/13/2011,118
5/25/2019,183
12/14/2011,99
6/19/2011,109
4/7/2015,84
2/20/2012,133
6/6/2009,93
4/4/2019,168
1/19/2019,193
3/10/2017,109
10/17/2010,90
5/6/2010,123
9/19/2015,93
7/19/2013,115
4/11/2013,117
4/13/2018,121
10/28/2007,3
7/4/2016,102
12/8/2020,286
3/25/2008,12
1/13/2020,257
11/11/2014,98
6/27/2010,88
9/29/2013,114
9/19/2019,188
7/14/2015,118
5/4/2022,574
11/21/2021,431
8/14/2012,139
9/15/2013,112
12/11/2012,103
7/27/2010,108
6/2/2022,558
3/28/2018,129
8/23/2021,389
12/18/2011,115
7/27/2013,121
3/14/2020,248
1/9/2015,121
6/20/2014,91
2/15/2022,559
4/23/2022,498
12/1/2014,93
6/10/2018,162
8/3/2017,140
11/1/2016,98
4/11/2018,154
12/13/2011,135
7/14/2020,374
5/8/2019,163
4/10/2019,138
6/8/2009,129
11/7/2019,187
9/29/2015,108
12/22/2014,93
8/25/2015,106
9/14/2017,120
4/30/2011,136
3/24/2017,102
9/28/2015,93
6/28/2020,336
2/18/2016,136
2/22/2012,135
3/24/2018,119
11/30/2011,132
7/21/2021,339
1/9/2021,377
8/5/2020,319
8/5/2010,90
3/9/2021,342
10/24/2021,477
7/30/2020,264
11/6/2018,144
7/17/2020,265
12/6/2014,100
12/9/2010,82
7/6/2021,324
5/16/2021,356
2/8/2012,131
12/30/2021,500
1/20/2020,202
12/16/2020,302
12/1/2021,470
5/9/2022,722
1/31/2019,178
12/25/2015,92
1/7/2021,359
8/17/2012,119
11/25/2021,424
4/28/2010,119
12/14/2014,113
1/22/2020,290
9/27/2009,77
11/17/2017,109
1/19/2014,128
8/27/2013,111
5/10/2018,112
8/22/2017,124
9/28/2021,422
8/16/2021,586
12/21/2016,116
11/29/2018,129
2/19/2021,329
3/19/2017,95
2/16/2017,119
3/7/2021,335
3/10/2018,142
7/31/2012,117
5/27/2021,351
7/31/2009,115
5/5/2020,321
7/7/2013,106
8/25/2011,139
7/24/2013,105
2/17/2019,197
12/15/2015,82
9/10/2020,298
4/22/2016,96
2/9/2020,217
2/24/2013,119
7/13/2013,101
10/12/2010,85
11/16/2020,310
11/12/2016,123
4/21/2019,151
7/23/2009,129
3/24/2014,130
11/19/2011,95
11/22/2007,5
10/22/2015,102
1/22/2014,102
10/5/2009,91
12/25/2019,199
3/27/2012,140
1/15/2016,136
2/14/2021,328
3/29/2019,159
6/17/2010,93
5/14/2011,120
12/13/2017,119
3/11/2013,121
9/5/2014,102
2/21/2012,137
11/30/2017,128
6/14/2010,90
3/18/2011,124
10/26/2008,12
12/26/2009,69
1/6/2020,282
7/8/2012,111
5/17/2017,120
9/24/2018,141
12/16/2016,99
10/26/2016,96
10/1/2012,95
3/8/2009,98
12/17/2015,92
4/26/2017,113
6/20/2020,267
6/20/2022,678
3/14/2013,123
5/20/2017,133
11/18/2020,395
3/21/2012,117
5/21/2016,142
8/28/2014,109
3/5/2012,121
7/10/2011,130
4/19/2018,117
1/24/2021,315
8/9/2016,105
11/13/2008,34
3/11/2011,125
6/21/2015,109
5/31/2016,102
4/9/2020,372
7/16/2013,129
2/13/2017,123
4/11/2011,117
4/9/2017,111
1/28/2014,109
11/6/2017,141
2/20/2014,101
11/3/2013,98
1/13/2017,161
8/10/2018,160
12/11/2009,82
11/12/2017,114
9/6/2008,15
9/4/2021,390
2/18/2018,150
11/17/2008,39
10/31/2009,60
4/6/2020,306
3/23/2017,118
11/10/2011,107
2/28/2014,101
2/5/2015,100
4/13/2013,105
8/1/2011,135
3/7/2012,135
2/25/2014,129
5/29/2017,112
8/16/2022,811
12/9/2016,98
2/2/2015,109
2/17/2014,107
8/20/2015,82
7/22/2011,111
7/14/2013,105
11/14/2011,105
10/30/2012,97
4/28/2015,109
1/22/2019,184
5/5/2017,105
1/3/2014,140
6/17/2021,303
9/10/2016,111
4/6/2017,119
5/22/2007,8
4/23/2010,82
9/6/2018,130
10/28/2021,451
5/26/2015,109
3/8/2016,124
6/24/2017,137
2/18/2015,102
6/23/2017,118
2/3/2019,180
6/5/2014,95
12/12/2017,152
1/27/2014,113
10/12/2021,385
2/14/2012,146
12/12/2015,87
12/25/2020,252
7/4/2015,106
5/11/2011,104
10/9/2013,95
1/20/2014,119
11/18/2014,87
2/14/2020,225
7/17/2011,93
11/26/2011,102
5/20/2016,96
8/12/2019,179
9/11/2021,413
7/1/2013,113
12/15/2019,232
12/5/2016,128
5/4/2019,158
9/13/2018,125
2/11/2017,131
1/7/2019,218
5/1/2013,104
10/18/2021,394
8/10/2014,85
6/21/2011,135
1/15/2010,104
9/17/2015,104
4/8/2010,98
1/24/2016,113
7/27/2019,184
7/10/2016,97
10/22/2018,162
3/12/2019,177
2/24/2014,115
5/9/2017,79
8/13/2017,157
3/26/2011,101
8/21/2016,135
4/13/2017,121
6/15/2014,105
7/7/2019,207
1/15/2018,150
12/31/2018,156
10/27/2018,164
7/9/2022,632
6/23/2012,107
1/29/2014,128
1/28/2022,590
1/7/2011,110
6/27/2009,140
10/24/2017,115
5/29/2014,122
11/2/2017,117
12/25/2009,49
8/7/2009,107
1/13/2021,392
6/8/2010,114
12/30/2018,148
5/29/2019,159
10/11/2020,261
2/5/2019,144
1/24/2017,141
1/22/2021,311
10/30/2019,201
1/16/2019,215
9/26/2015,117
12/28/2014,112
11/4/2013,92
11/29/2016,121
8/17/2011,151
10/26/2021,488
11/23/2016,101
10/25/2015,112
10/31/2021,444
7/4/2018,132
7/20/2016,114
1/1/2015,115
11/4/2012,130
8/7/2017,160
10/23/2017,118
8/12/2018,116
3/27/2022,510
1/24/2014,105
6/12/2018,148
7/5/2019,170
2/25/2012,120
2/7/2015,107
3/5/2021,292
4/5/2010,99
3/12/2018,130
2/21/2020,216
1/23/2015,99
3/4/2014,129
3/14/2016,108
9/16/2015,103
6/28/2015,107
11/12/2012,113
1/17/2014,83
9/27/2011,146
10/2/2009,81
6/16/2017,103
11/19/2012,111
1/9/2016,97
9/12/2010,99
4/6/2015,103
6/12/2013,122
3/18/2018,158
9/28/2017,134
4/1/2019,170
12/21/2015,85
10/28/2012,93
1/20/2012,135
12/2/2012,103
8/24/2022,828
6/13/2017,109
11/15/2015,127
1/13/2012,136
10/30/2021,439
8/7/2019,216
11/23/2014,112
3/30/2010,108
5/5/2016,89
5/19/2020,374
6/10/2019,181
6/23/2019,174
9/21/2009,99
12/31/2016,113
2/24/2021,351
8/23/2011,130
5/2/2010,86
10/18/2013,116
10/4/2011,131
4/10/2010,101
4/30/2020,275
3/31/2017,151
7/1/2010,94
5/27/2010,100
9/12/2014,95
1/11/2011,140
8/28/2019,181
9/12/2012,121
12/23/2019,191
8/9/2015,105
12/9/2021,452
2/5/2021,318
2/15/2019,129
8/15/2017,138
8/6/2014,91
9/7/2014,117
8/16/2009,79
11/25/2014,101
6/3/2007,2
5/11/2017,107
4/22/2014,114
4/21/2017,108
9/17/2017,156
6/29/2016,95
3/7/2019,186
3/7/2014,114
1/5/2014,122
5/19/2010,114
4/18/2013,125
11/17/2019,196
10/22/2021,481
5/7/2012,126
6/21/2017,148
5/11/2012,86
8/22/2010,96
7/4/2019,162
12/13/2010,82
5/2/2017,135
8/2/2009,69
8/6/2009,100
1/30/2019,155
1/16/2010,122
12/4/2010,79
2/23/2021,338
11/12/2014,105
12/30/2014,143
5/4/2009,136
6/22/2010,124
6/14/2013,94
10/20/2012,95
6/12/2021,340
6/10/2017,115
2/25/2019,163
9/26/2017,150
12/24/2011,100
7/9/2018,132
6/5/2011,96
6/15/2009,172
7/1/2018,120
8/24/2019,186
7/17/2019,186
7/23/2019,168
1/22/2013,136
12/26/2021,454
9/8/2015,94
4/24/2014,91
12/19/2013,111
6/6/2010,84
9/3/2019,202
5/25/2016,96
4/26/2016,127
12/20/2010,120
5/19/2016,116
4/14/2014,100
8/29/2014,116
3/29/2009,129
6/14/2016,122
2/7/2017,149
5/19/2007,3
9/15/2010,101
7/18/2009,117
12/28/2016,129
1/11/2009,39
1/25/2011,107
3/20/2019,178
9/29/2009,71
4/17/2009,266
8/25/2013,103
7/19/2015,107
3/3/2013,134
12/18/2010,85
4/13/2010,94
4/8/2018,121
7/10/2019,201
11/19/2018,165
6/12/2009,117
1/11/2015,107
11/24/2017,102
3/16/2010,92
6/7/2019,171
7/25/2011,137
11/21/2016,115
3/12/2020,238
10/17/2016,117
8/17/2016,112
12/3/2014,98
11/26/2019,197
10/8/2014,102
3/30/2022,644
7/9/2014,134
2/8/2017,128
1/23/2009,44
12/17/2019,222
12/3/2016,99
9/20/2011,137
5/20/2019,165
12/13/2018,169
4/8/2016,96
5/18/2010,96
2/10/2009,74
1/11/2018,122
3/25/2011,111
2/28/2016,108
10/23/2018,151
1/16/2021,352
2/1/2016,111
9/15/2015,103
6/7/2009,90
5/19/2015,102
8/8/2017,126
1/14/2018,132
10/2/2015,82
2/3/2022,562
3/11/2020,259
1/2/2018,178
5/13/2019,162
1/17/2017,147
10/21/2018,156
1/4/2010,93
9/29/2017,113
5/15/2010,106
8/16/2010,96
6/11/2014,122
6/28/2019,180
1/8/2013,107
7/8/2011,114
10/30/2020,314
5/23/2013,111
3/28/2012,130
11/29/2010,91
